gene_id,SRR29040880,SRR29040882
gene-SUSD2|SUSD2,0,0
gene-CEP192|CEP192,5732,421
gene-SEH1L|SEH1L,7047,597
gene-LOC134401094|LOC134401094,791,25
gene-LOC134401934|LOC134401934,295,32
gene-MPPE1|MPPE1,437,193
gene-GNAL|GNAL,1542,1606
gene-IMPA2|IMPA2,2305,63
gene-CEP76|CEP76,2633,987
gene-SPIRE1|SPIRE1,889,314
gene-PRELID3A|PRELID3A,863,108
gene-PTPN2|PTPN2,13276,997
gene-PSMG2|PSMG2,1803,1401
gene-AFG3L2|AFG3L2,6450,1742
gene-TUBB6|TUBB6,1405,320
gene-CIDEA|CIDEA,8630,265
gene-PIEZO2|PIEZO2,2929,865
gene-NAPG|NAPG,2999,849
gene-APCDD1|APCDD1,3833,280
gene-VAPA|VAPA,5072,2600
gene-RAB31|RAB31,629,78
gene-PPP4R1|PPP4R1,9175,896
gene-RALBP1|RALBP1,4467,4184
gene-TWSG1|TWSG1,502,86
gene-ANKRD12|ANKRD12,12324,6798
gene-NDUFV2|NDUFV2,3606,3079
gene-MTCL1|MTCL1,1516,145
gene-LOC134401935|LOC134401935,15,2
gene-RAB12|RAB12,304,2109
gene-LOC134402041|LOC134402041,0,0
gene-PTPRM|PTPRM,1390,1828
gene-ARHGAP28|ARHGAP28,213,129
gene-TMEM200C|TMEM200C,32,4
gene-LAMA1|LAMA1,2182,20
gene-ZBTB14|ZBTB14,310,224
gene-AKAIN1|AKAIN1,2,0
gene-EPB41L3|EPB41L3,11643,1745
gene-DLGAP1|DLGAP1,662,10
gene-TGIF1|TGIF1,4027,288
gene-MYOM1|MYOM1,112,9615
gene-LOC134401543|LOC134401543,12351,26265
gene-LPIN2|LPIN2,1967,360
gene-EMILIN2|EMILIN2,780,271
gene-SMCHD1|SMCHD1,592,451
gene-NDC80|NDC80,3042,58
gene-METTL4|METTL4,229,144
gene-ADCYAP1|ADCYAP1,14,0
gene-YES1|YES1,1560,1001
gene-ENOSF1|ENOSF1,267,273
gene-TYMS|TYMS,1518,53
gene-LOC134401102|LOC134401102,126,0
gene-CLUL1|CLUL1,4,0
gene-COLEC12|COLEC12,211,520
gene-THOC1|THOC1,4558,1435
gene-USP14|USP14,7476,1496
gene-ROCK1|ROCK1,4901,6820
gene-ESCO1|ESCO1,198,383
gene-ABHD3|ABHD3,31,9
gene-GREB1L|GREB1L,838,428
gene-MIB1|MIB1,3931,1639
gene-GATA6|GATA6,713,807
gene-RBBP8|RBBP8,2440,652
gene-TMEM241|TMEM241,40,70
gene-CABLES1|CABLES1,234,995
gene-RIOK3|RIOK3,2795,1788
gene-ANKRD29|ANKRD29,598,27
gene-RMC1|RMC1,9545,1138
gene-NPC1|NPC1,3454,700
gene-LAMA3|LAMA3,560,2159
gene-TTC39C|TTC39C,3161,523
gene-CABYR|CABYR,881,37
gene-IMPACT|IMPACT,176,206
gene-OSBPL1A|OSBPL1A,4501,1315
gene-ZNF521|ZNF521,2834,1890
gene-SS18|SS18,11218,2543
gene-TAF4B|TAF4B,2956,37
gene-KCTD1|KCTD1,256,226
gene-CHST9|CHST9,30,11
gene-CDH2|CDH2,1389,5841
gene-LOC134401581|LOC134401581,83,337
gene-LOC134401580|LOC134401580,81,243
gene-LOC134401584|LOC134401584,56,127
gene-LOC134401582|LOC134401582,0,6
gene-LOC134401577|LOC134401577,107,37
gene-DSG2|DSG2,73,339
gene-TTR|TTR,33,0
gene-B4GALT6|B4GALT6,869,0
gene-RNF125|RNF125,20,54
gene-TRAPPC8|TRAPPC8,9540,1279
gene-MEP1B|MEP1B,0,0
gene-RNF138|RNF138,1831,276
gene-GAREM1|GAREM1,4019,242
gene-LOC134401597|LOC134401597,666,45
gene-KLHL14|KLHL14,0,41
gene-CCDC178|CCDC178,38,143
gene-ASXL3|ASXL3,241,34
gene-NOL4|NOL4,48,30
gene-DTNA|DTNA,1217,3329
gene-TRNAV-UAC-5|TRNAV-UAC,0,0
gene-MAPRE2|MAPRE2,2815,1252
gene-CEBPD|CEBPD,157,790
gene-SPIDR|SPIDR,3231,28
gene-PRKDC|PRKDC,6247,1739
gene-MCM4|MCM4,14660,452
gene-UBE2V2|UBE2V2,7872,4107
gene-LOC134401110|LOC134401110,575,6
gene-SNAI2|SNAI2,176,264
gene-PPDPFL|PPDPFL,268,0
gene-SNTG1|SNTG1,404,0
gene-ST18|ST18,0,4
gene-PCMTD1|PCMTD1,1753,2642
gene-NPBWR1|NPBWR1,9,0
gene-OPRK1|OPRK1,189,0
gene-RB1CC1|RB1CC1,14483,4513
gene-RGS20|RGS20,11,0
gene-ATP6V1H|ATP6V1H,3900,823
gene-TCEA1|TCEA1,2976,989
gene-LYPLA1|LYPLA1,689,1099
gene-MRPL15|MRPL15,1954,786
gene-SOX17|SOX17,183,37
gene-LOC134402046|LOC134402046,0,0
gene-LOC134401622|LOC134401622,159,11
gene-RP1|RP1,100,4881
gene-LOC134401617|LOC134401617,0,0
gene-LOC134401627|LOC134401627,0,0
gene-LOC134401623|LOC134401623,0,0
gene-LOC134401624|LOC134401624,0,0
gene-LOC134401614|LOC134401614,0,0
gene-LOC134401613|LOC134401613,0,0
gene-LOC134401616|LOC134401616,217,95
gene-LOC134401628|LOC134401628,55,120
gene-LOC134401619|LOC134401619,0,0
gene-LOC134401944|LOC134401944,0,0
gene-LOC134401620|LOC134401620,0,0
gene-TGS1|TGS1,1583,375
gene-LYN|LYN,3960,2257
gene-LOC134401636|LOC134401636,6513,0
gene-LOC134402045|LOC134402045,0,0
gene-RPS20|RPS20,11446,33916
gene-MOS|MOS,1115,0
gene-PLAG1|PLAG1,635,284
gene-CHCHD7|CHCHD7,4820,884
gene-SDR16C5|SDR16C5,579,1066
gene-PENK|PENK,93,65
gene-FAM110B|FAM110B,5074,230
gene-UBXN2B|UBXN2B,477,209
gene-LOC134401121|LOC134401121,16,16
gene-SDCBP|SDCBP,9202,4005
gene-TOX|TOX,548,335
gene-NSMAF|NSMAF,13686,673
gene-CA8|CA8,53,66
gene-RAB2A|RAB2A,11394,7227
gene-CLVS1|CLVS1,0,0
gene-ASPH|ASPH,640,2911
gene-NKAIN3|NKAIN3,96,0
gene-GGH|GGH,575,466
gene-CHD7|CHD7,24764,2042
gene-LOC134401229|LOC134401229,12,8
gene-TRNAT-UGU-7|TRNAT-UGU,0,0
gene-LOC134401654|LOC134401654,28,309
gene-TTPA|TTPA,0,14
gene-LOC134401653|LOC134401653,0,0
gene-LOC134401648|LOC134401648,2379,142
gene-YTHDF3|YTHDF3,5967,4273
gene-MTFR1|MTFR1,170,83
gene-ARMC1|ARMC1,6178,394
gene-DNAJC5B|DNAJC5B,371,119
gene-PDE7A|PDE7A,4341,596
gene-TRIM55|TRIM55,79,485
gene-RRS1|RRS1,1215,280
gene-ADHFE1|ADHFE1,33,68
gene-VXN|VXN,0,0
gene-MYBL1|MYBL1,465,20
gene-VCPIP1|VCPIP1,6006,1459
gene-MCMDC2|MCMDC2,0,27
gene-PPP1R42|PPP1R42,124,576
gene-SGK3|SGK3,3035,464
gene-COPS5|COPS5,8026,1777
gene-CSPP1|CSPP1,7274,5543
gene-CPA6|CPA6,297,10
gene-PREX2|PREX2,462,207
gene-ARFGEF1|ARFGEF1,12266,2272
gene-C7H8orf34|C7H8orf34,1520,730
gene-SULF1|SULF1,1291,565
gene-SLCO5A1|SLCO5A1,1129,15
gene-PRDM14|PRDM14,1594,0
gene-NCOA2|NCOA2,2516,4271
gene-XKR9|XKR9,7,197
gene-LACTB2|LACTB2,748,702
gene-TRAM1|TRAM1,11474,6525
gene-EYA1|EYA1,199,409
gene-MSC|MSC,249,0
gene-TRPA1|TRPA1,118,732
gene-KCNB2|KCNB2,3,9
gene-SBSPON|SBSPON,0,131
gene-TERF1|TERF1,1150,60
gene-C7H8orf89|C7H8orf89,63,157
gene-RPL7|RPL7,6475,14243
gene-RDH10|RDH10,15732,877
gene-STAU2|STAU2,215,703
gene-UBE2W|UBE2W,7145,1337
gene-ELOC|ELOC,4741,2031
gene-HAUS3|HAUS3,1363,75
gene-TMEM70|TMEM70,248,83
gene-LY96|LY96,0,0
gene-GDAP1|GDAP1,0,17
gene-JPH1|JPH1,3131,832
gene-PI15|PI15,118,17
gene-CRISPLD1|CRISPLD1,393,32
gene-HNF4G|HNF4G,243,33
gene-ZFHX4|ZFHX4,1816,1617
gene-PEX2|PEX2,2360,240
gene-LOC134401949|LOC134401949,7,3
gene-PKIA|PKIA,675,341
gene-ZC2HC1A|ZC2HC1A,2247,649
gene-TRNAT-UGU-8|TRNAT-UGU,0,0
gene-STMN2|STMN2,11,19
gene-HEY1|HEY1,408,161
gene-TPD52|TPD52,12885,754
gene-ZBTB10|ZBTB10,10698,3908
gene-ZNF704|ZNF704,847,463
gene-MRPL53|MRPL53,24,18
gene-PAG1|PAG1,156,65
gene-IMPA1|IMPA1,101,154
gene-LOC134401697|LOC134401697,11149,1542
gene-ZFAND1|ZFAND1,705,573
gene-CHMP4C|CHMP4C,211,417
gene-SNX16|SNX16,970,331
gene-LOC134401145|LOC134401145,573,197
gene-SLC7A13|SLC7A13,0,12
gene-RALYL|RALYL,64,78
gene-LRRCC1|LRRCC1,5043,516
gene-LOC134401950|LOC134401950,68,140
gene-E2F5|E2F5,6788,788
gene-RBIS|RBIS,137,75
gene-CA2|CA2,383,832
gene-ATP6V0D2|ATP6V0D2,11,0
gene-WWP1|WWP1,2212,2708
gene-LOC134401719|LOC134401719,0,0
gene-RMDN1|RMDN1,852,209
gene-CNGB3|CNGB3,0,0
gene-CPNE3|CPNE3,2736,512
gene-CNBD1|CNBD1,0,0
gene-MMP16|MMP16,432,84
gene-RIPK2|RIPK2,269,429
gene-LOC134401728|LOC134401728,180,27
gene-OSGIN2|OSGIN2,6883,53
gene-NBN|NBN,3210,245
gene-DECR1|DECR1,649,590
gene-CALB1|CALB1,20,0
gene-TMEM64|TMEM64,154,296
gene-TRNAA-UGC-18|TRNAA-UGC,0,0
gene-NECAB1|NECAB1,19,0
gene-C7H8orf88|C7H8orf88,948,0
gene-PIP4P2|PIP4P2,327,203
gene-OTUD6B|OTUD6B,2061,644
gene-LRRC69|LRRC69,198,744
gene-SLC26A7|SLC26A7,585,216
gene-RUNX1T1|RUNX1T1,100,480
gene-TRIQK|TRIQK,22,54
gene-CIBAR1|CIBAR1,662,464
gene-RBM12B|RBM12B,1191,460
gene-TMEM67|TMEM67,2335,969
gene-CDH17|CDH17,0,0
gene-GEM|GEM,82,226
gene-PDP1|PDP1,7986,1163
gene-LOC134401745|LOC134401745,455,34
gene-RAD54B|RAD54B,3744,132
gene-FSBP|FSBP,331,128
gene-VIRMA|VIRMA,5132,1419
gene-LOC134401156|LOC134401156,838,75
gene-ESRP1|ESRP1,18156,264
gene-LOC134401955|LOC134401955,51,33
gene-DPY19L4|DPY19L4,4640,110
gene-INTS8|INTS8,5695,730
gene-CCNE2|CCNE2,2510,13
gene-TP53INP1|TP53INP1,3029,1268
gene-NDUFAF6|NDUFAF6,1223,258
gene-PLEKHF2|PLEKHF2,1345,797
gene-CFAP418|CFAP418,172,132
gene-GDF6|GDF6,0,57
gene-LOC134401753|LOC134401753,0,0
gene-MTERF3|MTERF3,1218,235
gene-PTDSS1|PTDSS1,1628,833
gene-SDC2|SDC2,780,2293
gene-TRNAT-UGU-9|TRNAT-UGU,0,0
gene-CPQ|CPQ,11,7184
gene-LAPTM4B|LAPTM4B,153,0
gene-MATN2|MATN2,577,312
gene-MTDH|MTDH,18793,5793
gene-LOC134402042|LOC134402042,0,0
gene-RPL30|RPL30,7458,20099
gene-ERICH5|ERICH5,426,727
gene-RIDA|RIDA,349,447
gene-POP1|POP1,890,109
gene-NIPAL2|NIPAL2,1242,1113
gene-OSR2|OSR2,558,123
gene-STK3|STK3,23841,565
gene-RGS22|RGS22,8,418
gene-VPS13B|VPS13B,2315,1964
gene-FBXO43|FBXO43,1590,99
gene-POLR2K|POLR2K,2368,512
gene-SPAG1|SPAG1,5246,2324
gene-ANKRD46|ANKRD46,746,284
gene-RNF19A|RNF19A,12194,3266
gene-SNX31|SNX31,1292,533
gene-ZNF706|ZNF706,2819,1680
gene-GRHL2|GRHL2,228,499
gene-NCALD|NCALD,32,71
gene-RRM2B|RRM2B,105,220
gene-PABPC1|PABPC1,104348,206867
gene-YWHAZ|YWHAZ,32999,15909
gene-BAALC|BAALC,0,0
gene-ATP6V1C1|ATP6V1C1,5523,1300
gene-CTHRC1|CTHRC1,75,63
gene-UBR5|UBR5,24696,7328
gene-ODF1|ODF1,9,0
gene-KLF10|KLF10,725,673
gene-AZIN1|AZIN1,9837,4486
gene-FZD6|FZD6,1212,723
gene-SLC25A32|SLC25A32,4803,253
gene-DCAF13|DCAF13,3338,553
gene-DCSTAMP|DCSTAMP,40,75
gene-DPYS|DPYS,234,200
gene-RIMS2|RIMS2,816,68
gene-LOC134401789|LOC134401789,0,0
gene-LRP12|LRP12,661,1263
gene-ZFPM2|ZFPM2,213,553
gene-LOC134401796|LOC134401796,0,0
gene-ANGPT1|ANGPT1,27,546
gene-RSPO2|RSPO2,417,32
gene-OXR1|OXR1,27047,2188
gene-LOC134401795|LOC134401795,0,0
gene-EIF3E|EIF3E,12814,16138
gene-TMEM74|TMEM74,26,0
gene-TRHR|TRHR,6,0
gene-EMC2|EMC2,4910,2654
gene-NUDCD1|NUDCD1,3722,714
gene-ENY2|ENY2,1053,733
gene-SYBU|SYBU,373,362
gene-KCNV1|KCNV1,105,0
gene-EBAG9|EBAG9,8710,3922
gene-LOC134402040|LOC134402040,0,0
gene-CSMD3|CSMD3,135,311
gene-TRPS1|TRPS1,2548,434
gene-LOC134402031|LOC134402031,0,0
gene-UTP23|UTP23,417,43
gene-EIF3H|EIF3H,4177,6857
gene-AARD|AARD,15,0
gene-RAD21|RAD21,10042,4564
gene-MED30|MED30,2279,205
gene-SAMD12|SAMD12,142,64
gene-TNFRSF11B|TNFRSF11B,303,14
gene-EXT1|EXT1,6836,1700
gene-COLEC10|COLEC10,20,49
gene-MAL2|MAL2,16,0
gene-CCN3|CCN3,125,74
gene-ENPP2|ENPP2,6803,713
gene-TAF2|TAF2,4304,936
gene-DSCC1|DSCC1,2143,80
gene-DEPTOR|DEPTOR,74,136
gene-COL14A1|COL14A1,525,2146
gene-MTBP|MTBP,2906,97
gene-MRPL13|MRPL13,635,457
gene-SNTB1|SNTB1,1793,1888
gene-HAS2|HAS2,48,14
gene-ZHX2|ZHX2,1825,560
gene-DERL1|DERL1,758,388
gene-FAM83A|FAM83A,0,0
gene-C7H8orf76|C7H8orf76,0,0
gene-TBC1D31|TBC1D31,1211,561
gene-ZHX1|ZHX1,1001,606
gene-NTAQ1|NTAQ1,38,40
gene-FBXO32|FBXO32,94,317
gene-KLHL38|KLHL38,8,78
gene-ATAD2|ATAD2,17056,377
gene-FER1L6|FER1L6,114,3380
gene-FAM91A1|FAM91A1,3605,331
gene-TMEM65|TMEM65,1623,995
gene-RNF139|RNF139,6541,1707
gene-TATDN1|TATDN1,687,1993
gene-NDUFB9|NDUFB9,1699,3049
gene-BBS10|BBS10,489,70
gene-MTSS1|MTSS1,3733,1131
gene-SQLE|SQLE,1011,334
gene-WASHC5|WASHC5,4356,882
gene-NSMCE2|NSMCE2,500,158
gene-TRIB1|TRIB1,1556,346
gene-LOC134401969|LOC134401969,38,0
gene-LRATD2|LRATD2,1494,38
gene-LOC134401234|LOC134401234,472,43
gene-MYC|MYC,1893,257
gene-CYRIB|CYRIB,3559,2000
gene-ADCY8|ADCY8,76,0
gene-OC90|OC90,0,0
gene-LOC134401176|LOC134401176,0,0
gene-EFR3A|EFR3A,71,53
gene-LOC134402034|LOC134402034,0,0
gene-HHLA1|HHLA1,333,0
gene-ASAP1|ASAP1,9026,2090
gene-LOC134401848|LOC134401848,0,0
gene-KCNQ3|KCNQ3,26,16
gene-DNAAF11|DNAAF11,252,821
gene-CCN4|CCN4,0,0
gene-TG|TG,268,90841
gene-SLA|SLA,40,26
gene-PHF20L1|PHF20L1,5149,1418
gene-ST3GAL1|ST3GAL1,323,284
gene-NDRG1|NDRG1,10346,2215
gene-ZFAT|ZFAT,100,27
gene-KHDRBS3|KHDRBS3,7181,1344
gene-LOC134401976|LOC134401976,0,0
gene-LOC134401859|LOC134401859,0,0
gene-LOC134401180|LOC134401180,9,156
gene-FAM135B|FAM135B,213,0
gene-COL22A1|COL22A1,79,37
gene-CHRAC1|CHRAC1,771,204
gene-AGO2|AGO2,1167,322
gene-LOC134401989|LOC134401989,0,0
gene-LOC134401990|LOC134401990,0,0
gene-LOC134401991|LOC134401991,0,0
gene-LOC134401992|LOC134401992,0,0
gene-LOC134401993|LOC134401993,0,0
gene-LOC134401994|LOC134401994,0,0
gene-LOC134401995|LOC134401995,0,0
gene-LOC134401996|LOC134401996,0,0
gene-LOC134401997|LOC134401997,0,0
gene-LOC134401998|LOC134401998,0,0
gene-LOC134401999|LOC134401999,0,0
gene-LOC134402000|LOC134402000,0,0
gene-LOC134402001|LOC134402001,0,3
gene-LOC134401182|LOC134401182,0,0
gene-LOC134402002|LOC134402002,0,0
gene-CATSPER2|CATSPER2,0,0
gene-LOC134401988|LOC134401988,503,22
gene-KCNK9|KCNK9,5,0
gene-TRAPPC9|TRAPPC9,1643,455
gene-RPLP1|RPLP1,7330,16855
gene-DENND3|DENND3,94,329
gene-PTK2|PTK2,11080,2269
gene-GPR20|GPR20,12,13
gene-SLC45A4|SLC45A4,4556,1378
gene-PTP4A3|PTP4A3,43,52
gene-LOC134401186|LOC134401186,116,170
gene-TSNARE1|TSNARE1,56,142
gene-ADGRB1|ADGRB1,486,93
gene-LOC134401236|LOC134401236,0,0
gene-THEM6|THEM6,3,0
gene-LOC134401887|LOC134401887,0,14
gene-TOP1MT|TOP1MT,515,0
gene-RHPN1|RHPN1,27,366
gene-GFUS|GFUS,542,167
gene-ARHGAP39|ARHGAP39,3174,217
gene-PYCR3|PYCR3,0,0
gene-LOC134402006|LOC134402006,1627,0
gene-TIGD5|TIGD5,31,0
gene-EEF1D|EEF1D,1397,2609
gene-NAPRT|NAPRT,518,144
gene-LOC134401195|LOC134401195,166,6
gene-LOC134401196|LOC134401196,195,6
gene-LOC134401876|LOC134401876,1302,137
gene-LOC134401875|LOC134401875,275,296
gene-MAFA|MAFA,85,0
gene-ZC3H3|ZC3H3,599,40
gene-STX17|STX17,598,87
gene-C7H8orf82|C7H8orf82,162,36
gene-LOC134401199|LOC134401199,0,0
gene-LRRC24|LRRC24,196,70
gene-LRRC14|LRRC14,2864,136
gene-RECQL4|RECQL4,171,0
gene-MFSD3|MFSD3,54,33
gene-ADCK5|ADCK5,102,29
gene-SLC39A4|SLC39A4,0,136
gene-TRNAR-CCG-2|TRNAR-CCG,0,6
gene-CPSF1|CPSF1,1713,777
gene-LOC134401895|LOC134401895,3311,230
gene-VPS28|VPS28,633,879
gene-TONSL|TONSL,450,6
gene-LOC134401202|LOC134401202,6,0
gene-LOC134401899|LOC134401899,0,28
gene-LOC134402011|LOC134402011,29,11
gene-KIFC2|KIFC2,92,10
gene-LOC134402016|LOC134402016,16,0
gene-ZFTRAF1|ZFTRAF1,11798,688
gene-PPP1R16A|PPP1R16A,0,0
gene-GPT|GPT,24,272
gene-LOC134401204|LOC134401204,95,16
gene-LOC134401239|LOC134401239,0,0
gene-SCRT1|SCRT1,0,0
gene-LOC134401901|LOC134401901,5729,4924
gene-DGAT1|DGAT1,2392,287
gene-FBXL6|FBXL6,0,47
gene-SLC52A2|SLC52A2,6,15
gene-HSF1|HSF1,953,417
gene-BOP1|BOP1,1150,282
gene-SCX|SCX,10,17
gene-HGH1|HGH1,0,0
gene-LOC134402019|LOC134402019,0,8
gene-LOC134401908|LOC134401908,70,40
gene-LOC134402020|LOC134402020,0,0
gene-MROH1|MROH1,2715,173
gene-LOC134401907|LOC134401907,0,0
gene-LOC134402021|LOC134402021,0,0
gene-WDR97|WDR97,68,374
gene-MAF1|MAF1,308,408
gene-SHARPIN|SHARPIN,269,129
gene-LOC134401911|LOC134401911,168,298
gene-GPAA1|GPAA1,645,197
gene-EXOSC4|EXOSC4,308,105
gene-LOC134402023|LOC134402023,0,0
gene-OPLAH|OPLAH,128,71
gene-LOC134401213|LOC134401213,157,0
gene-PARP10|PARP10,125,62
gene-LOC134401918|LOC134401918,0,0
gene-LOC134402025|LOC134402025,46,46
gene-LOC134401915|LOC134401915,34,1280
gene-NRBP2|NRBP2,204,273
gene-PLEC|PLEC,3435,3972
gene-PUF60|PUF60,3554,1377
gene-SCRIB|SCRIB,471,283
gene-FAM83H|FAM83H,25,95
gene-MAPK15|MAPK15,575,210
gene-LOC134401925|LOC134401925,149,138
gene-ZNF511|ZNF511,0,0
gene-TUBGCP2|TUBGCP2,1529,3368
gene-LOC134401927|LOC134401927,83,87
gene-CWF19L1|CWF19L1,798,369
gene-PAOX|PAOX,76,239
gene-NCBP2AS2|NCBP2AS2,0,0
gene-PIGZ|PIGZ,0,3
gene-MELTF|MELTF,0,0
gene-DLG1|DLG1,982,882
gene-BDH1|BDH1,634,442
gene-PPP1R2|PPP1R2,626,267
gene-XXYLT1|XXYLT1,15,64
gene-FAM43A|FAM43A,0,42
gene-ACAP2|ACAP2,1258,359
gene-LSG1|LSG1,735,105
gene-ATP13A3|ATP13A3,250,85
gene-LRRC15|LRRC15,3,4
gene-LOC134402312|LOC134402312,4,0
gene-LOC134402340|LOC134402340,2,7
gene-HES1|HES1,2111,486
gene-OPA1|OPA1,2885,657
gene-LOC134402335|LOC134402335,0,0
gene-LOC134402336|LOC134402336,761,13
gene-MB21D2|MB21D2,2233,144
gene-FGF12|FGF12,251,154
gene-CCDC50|CCDC50,245,0
gene-OSTN|OSTN,0,0
gene-CLDN16|CLDN16,16,0
gene-IL1RAP|IL1RAP,104,136
gene-P3H2|P3H2,89,318
gene-TP63|TP63,745,238
gene-TPRG1|TPRG1,61,156
gene-LOC134402339|LOC134402339,14,0
gene-LPP|LPP,22,56
gene-BCL6|BCL6,149,424
gene-SST|SST,11,8
gene-DYNLT2B|DYNLT2B,0,0
gene-MASP1|MASP1,0,38
gene-LOC134402343|LOC134402343,0,15
gene-PCYT1A|PCYT1A,549,124
gene-TFRC|TFRC,11307,798
gene-LOC134402370|LOC134402370,0,0
gene-TNK2|TNK2,320,189
gene-LOC134402369|LOC134402369,242,20
gene-RUBCN|RUBCN,683,105
gene-FYTTD1|FYTTD1,2483,297
gene-LOC134403222|LOC134403222,0,0
gene-IQCG|IQCG,4,52
gene-LRCH3|LRCH3,2181,735
gene-C8H2orf72|C8H2orf72,0,0
gene-RPL35A|RPL35A,3666,12740
gene-B3GNT7|B3GNT7,51,21
gene-ARMC9|ARMC9,956,497
gene-PSMD1|PSMD1,10257,2475
gene-HTR2B|HTR2B,3,82
gene-NMUR1|NMUR1,61,34
gene-LOC134403213|LOC134403213,0,0
gene-NCL|NCL,14812,7688
gene-PTMA|PTMA,943,3166
gene-PDE6D|PDE6D,728,675
gene-COPS7B|COPS7B,4414,225
gene-LOC134402375|LOC134402375,0,0
gene-ECEL1|ECEL1,0,0
gene-DIS3L2|DIS3L2,295,113
gene-CHRND|CHRND,0,0
gene-LOC134402377|LOC134402377,1253,76
gene-EIF4E2|EIF4E2,1001,289
gene-LOC134402380|LOC134402380,0,0
gene-LOC134402381|LOC134402381,0,0
gene-CAPN10|CAPN10,480,85
gene-RNPEPL1|RNPEPL1,2331,1042
gene-ABCC5|ABCC5,1394,3266
gene-EIF2B5|EIF2B5,457,124
gene-DVL3|DVL3,1298,426
gene-AP2M1|AP2M1,11537,3031
gene-LOC134402097|LOC134402097,9,11
gene-ABCF3|ABCF3,2287,722
gene-LOC134402420|LOC134402420,1185,134
gene-LOC134403234|LOC134403234,1,0
gene-LOC134402098|LOC134402098,553,84
gene-LOC134403248|LOC134403248,1,0
gene-LOC134403235|LOC134403235,1,0
gene-LOC134403243|LOC134403243,1,0
gene-LOC134403203|LOC134403203,1,0
gene-LOC134403242|LOC134403242,1,0
gene-LOC134403225|LOC134403225,1,0
gene-LOC134403240|LOC134403240,1,0
gene-LOC134403229|LOC134403229,1,0
gene-LOC134403230|LOC134403230,1,0
gene-VWA5B2|VWA5B2,423,48
gene-EEF1AKMT4|EEF1AKMT4,0,0
gene-ALG3|ALG3,759,604
gene-CAMK2N2|CAMK2N2,448,9
gene-LOC134402422|LOC134402422,370,18
gene-ECE2|ECE2,612,255
gene-LOC134402439|LOC134402439,570,98
gene-PSMD2|PSMD2,6623,4918
gene-FAM131A|FAM131A,67,11
gene-CHRD|CHRD,0,16
gene-EIF4G1|EIF4G1,3569,2512
gene-LOC134403219|LOC134403219,0,0
gene-LOC134403220|LOC134403220,0,0
gene-POLR2H|POLR2H,124,43
gene-CLCN2|CLCN2,260,27
gene-LOC134402434|LOC134402434,0,0
gene-LOC134403252|LOC134403252,4,0
gene-EPHB3|EPHB3,886,660
gene-AHSG|AHSG,6,0
gene-FETUB|FETUB,0,0
gene-LOC134402446|LOC134402446,0,0
gene-SENP5|SENP5,2429,516
gene-HRG|HRG,188,0
gene-LOC134402450|LOC134402450,29,0
gene-KNG1|KNG1,0,0
gene-LOC134402107|LOC134402107,2,3
gene-SOX2|SOX2,6,1876
gene-DNAJC19|DNAJC19,1379,718
gene-ATP11B|ATP11B,7844,1672
gene-MCCC1|MCCC1,1213,703
gene-EIF4A2|EIF4A2,12270,3735
gene-LOC134403228|LOC134403228,1,2
gene-LOC134403212|LOC134403212,3,0
gene-LOC134403226|LOC134403226,1,1
gene-RFC4|RFC4,2868,448
gene-MCF2L2|MCF2L2,314,0
gene-B3GNT5|B3GNT5,4958,49
gene-LAMP3|LAMP3,67,2234
gene-DCUN1D1|DCUN1D1,3301,769
gene-CCDC39|CCDC39,686,1588
gene-FXR1|FXR1,17717,7824
gene-TTC14|TTC14,1054,1148
gene-PEX5L|PEX5L,0,0
gene-NDUFB5|NDUFB5,0,0
gene-USP13|USP13,1606,1710
gene-MRPL47|MRPL47,1525,786
gene-ACTL6A|ACTL6A,5161,796
gene-NIFK|NIFK,3443,1605
gene-GNB4|GNB4,8314,1479
gene-MFN1|MFN1,3491,807
gene-ZNF639|ZNF639,5078,670
gene-ZMAT3|ZMAT3,31,24
gene-KCNMB2|KCNMB2,59,291
gene-PIK3CA|PIK3CA,6334,1080
gene-LOC134402452|LOC134402452,261,22
gene-TBL1XR1|TBL1XR1,7783,1603
gene-SPATA16|SPATA16,5,0
gene-NAALADL2|NAALADL2,20,21
gene-NLGN1|NLGN1,176,526
gene-NCEH1|NCEH1,796,385
gene-ECT2|ECT2,8495,155
gene-TNFSF10|TNFSF10,247,147
gene-TMEM212|TMEM212,0,24
gene-PLD1|PLD1,121,395
gene-FNDC3B|FNDC3B,1342,926
gene-SLC2A2|SLC2A2,64,0
gene-TNIK|TNIK,2340,620
gene-LOC134403224|LOC134403224,0,0
gene-EIF5A2|EIF5A2,12908,3477
gene-RPL22L1|RPL22L1,4437,6424
gene-SLC7A14|SLC7A14,0,0
gene-CLDN11|CLDN11,38,90
gene-SKIL|SKIL,3613,811
gene-PRKCI|PRKCI,731,1177
gene-LOC134402115|LOC134402115,0,0
gene-LOC134402116|LOC134402116,0,7
gene-PHC3|PHC3,662,271
gene-GPR160|GPR160,314,4
gene-LRRC31|LRRC31,59,78
gene-LRRIQ4|LRRIQ4,25,181
gene-LRRC34|LRRC34,71,1830
gene-SEC62|SEC62,5815,3303
gene-ACTRT3|ACTRT3,34,25
gene-MYNN|MYNN,2917,538
gene-LOC134402466|LOC134402466,0,0
gene-MECOM|MECOM,4335,6026
gene-MEGF6|MEGF6,177,53
gene-LOC134402467|LOC134402467,0,21
gene-GOLIM4|GOLIM4,479,1256
