gene_id,SRR29040880,SRR29040882
gene-SUSD2|SUSD2,0,0
gene-ARF4|ARF4,6670,6314
gene-DENND6A|DENND6A,1299,708
gene-SLMAP|SLMAP,8437,4791
gene-LOC134396812|LOC134396812,0,923
gene-DNASE1L3|DNASE1L3,332,12
gene-ABHD6|ABHD6,3488,354
gene-FLNB|FLNB,127977,10049
gene-IP6K2|IP6K2,16493,7546
gene-SLC26A6|SLC26A6,108,0
gene-CELSR3|CELSR3,14,8
gene-NCKIPSD|NCKIPSD,3882,360
gene-LOC134395226|LOC134395226,3450,5691
gene-COL7A1|COL7A1,102,188
gene-LOC134395450|LOC134395450,101,183
gene-COPG1|COPG1,3764,1764
gene-HMCES|HMCES,2474,200
gene-LOC134395232|LOC134395232,3281,78
gene-LOC134395230|LOC134395230,2985,791
gene-EEFSEC|EEFSEC,688,202
gene-RAB7A|RAB7A,35505,8088
gene-GATA2|GATA2,403,289
gene-RPN1|RPN1,5809,2735
gene-LOC134395234|LOC134395234,1768,7
gene-RUVBL1|RUVBL1,5324,1890
gene-KBTBD12|KBTBD12,19,47
gene-MGLL|MGLL,471,107
gene-SEC61A1|SEC61A1,13833,14240
gene-ABTB1|ABTB1,1340,430
gene-PODXL2|PODXL2,334,13
gene-MCM2|MCM2,12937,199
gene-TPRA1|TPRA1,2482,529
gene-LOC134397076|LOC134397076,0,0
gene-CHCHD6|CHCHD6,893,207
gene-PLXNA1|PLXNA1,5498,1220
gene-LOC134396953|LOC134396953,132,49
gene-TXNRD3|TXNRD3,12675,1846
gene-CHST13|CHST13,1062,54
gene-SLC41A3|SLC41A3,424,140
gene-KLF15|KLF15,372,671
gene-CFAP100|CFAP100,0,1172
gene-ZXDC|ZXDC,1250,722
gene-UROC1|UROC1,726,27
gene-LOC134395260|LOC134395260,230,42
gene-CHCHD4|CHCHD4,3861,255
gene-TMEM43|TMEM43,489,708
gene-XPC|XPC,1846,570
gene-LSM3|LSM3,4837,452
gene-SLC6A6|SLC6A6,1596,7974
gene-GRIP2|GRIP2,2120,688
gene-C3H3orf20|C3H3orf20,0,0
gene-CCDC174|CCDC174,5978,560
gene-FGD5|FGD5,455,699
gene-NR2C2|NR2C2,300,278
gene-MRPS25|MRPS25,910,413
gene-RBSN|RBSN,4917,402
gene-RHO|RHO,21,11
gene-PLXND1|PLXND1,581,1465
gene-TMCC1|TMCC1,14990,900
gene-EFCAB12|EFCAB12,22,0
gene-MBD4|MBD4,630,86
gene-IFT122|IFT122,3625,3234
gene-RPL32|RPL32,15608,50421
gene-IRAK2|IRAK2,13,94
gene-TATDN2|TATDN2,1370,390
gene-LOC134395276|LOC134395276,12739,757
gene-SEC13|SEC13,3824,2074
gene-VHL|VHL,1656,352
gene-THUMPD3|THUMPD3,1913,680
gene-SRGAP3|SRGAP3,1146,329
gene-OXTR|OXTR,0,55
gene-LOC134395330|LOC134395330,0,0
gene-LOC134395453|LOC134395453,0,34
gene-RAD18|RAD18,1080,88
gene-LOC134397060|LOC134397060,0,0
gene-LMCD1|LMCD1,3348,285
gene-GRM7|GRM7,262,78
gene-LOC134396954|LOC134396954,0,0
gene-EDEM1|EDEM1,2050,1348
gene-LOC134395391|LOC134395391,0,0
gene-BHLHE40|BHLHE40,273,1550
gene-ARL8B|ARL8B,17190,2822
gene-SUMF1|SUMF1,1357,255
gene-LOC134396826|LOC134396826,967,12
gene-ITPR1|ITPR1,8026,3243
gene-LRRN1|LRRN1,6495,119
gene-CRBN|CRBN,3269,369
gene-TRNT1|TRNT1,3038,586
gene-LOC134395538|LOC134395538,52,12
gene-LOC134395511|LOC134395511,2167,114
gene-LOC134397056|LOC134397056,0,0
gene-CNTN3|CNTN3,25,22
gene-CHL1|CHL1,180,298
gene-PDZRN3|PDZRN3,509,357
gene-GXYLT2|GXYLT2,509,558
gene-PPP4R2|PPP4R2,8431,2544
gene-SHQ1|SHQ1,1677,186
gene-GPR27|GPR27,352,13
gene-RYBP|RYBP,1348,2289
gene-EIF4E3|EIF4E3,153,471
gene-MDFIC2|MDFIC2,0,0
gene-FOXP1|FOXP1,3259,2653
gene-LOC134395456|LOC134395456,0,0
gene-MITF|MITF,2296,180
gene-LMOD3|LMOD3,11,945
gene-FRMD4B|FRMD4B,1708,277
gene-ARL6IP5|ARL6IP5,1767,469
gene-UBA3|UBA3,3602,421
gene-EOGT|EOGT,138,217
gene-TMF1|TMF1,1987,1888
gene-TAFA1|TAFA1,50,0
gene-SUCLG2|SUCLG2,791,947
gene-LOC134395856|LOC134395856,695,42
gene-LOC134396839|LOC134396839,14,0
gene-KBTBD8|KBTBD8,7614,769
gene-LRIG1|LRIG1,619,1363
gene-SLC25A26|SLC25A26,774,83
gene-LOC134395858|LOC134395858,0,0
gene-ADAMTS9|ADAMTS9,397,262
gene-PRICKLE2|PRICKLE2,908,621
gene-MAGI1|MAGI1,4734,2024
gene-PSMD6|PSMD6,5402,1138
gene-ATXN7|ATXN7,5286,1232
gene-C3H3orf49|C3H3orf49,0,0
gene-THOC7|THOC7,3409,1239
gene-SYNPR|SYNPR,4646,137
gene-CADPS|CADPS,360,719
gene-CEP15|CEP15,1234,1301
gene-PTPRG|PTPRG,1263,1370
gene-FAM3D|FAM3D,0,0
gene-FAM107A|FAM107A,23,84
gene-ACOX2|ACOX2,55,97
gene-CFAP20DC|CFAP20DC,581,1482
gene-FHIT|FHIT,0,0
gene-KCTD6|KCTD6,5198,559
gene-PDHB|PDHB,4553,2619
gene-LOC134396851|LOC134396851,0,0
gene-HTD2|HTD2,496,27
gene-RPP14|RPP14,116,0
gene-PXK|PXK,11723,921
gene-PRKAR2A|PRKAR2A,3980,1719
gene-SLC25A20|SLC25A20,1455,415
gene-WDR6|WDR6,204,17
gene-DALRD3|DALRD3,354,193
gene-NDUFAF3|NDUFAF3,259,139
gene-ARIH2|ARIH2,20116,826
gene-P4HTM|P4HTM,148,214
gene-LOC134396955|LOC134396955,74,0
gene-IMPDH2|IMPDH2,6034,1785
gene-QRICH1|QRICH1,11144,2490
gene-LOC134396854|LOC134396854,11,0
gene-QARS1|QARS1,4092,1009
gene-LOC134396855|LOC134396855,3,9
gene-LOC134395885|LOC134395885,64,157
gene-LOC134395874|LOC134395874,8318,41
gene-USP19|USP19,4845,602
gene-LAMB2|LAMB2,190,1060
gene-LOC134395909|LOC134395909,156,229
gene-LOC134395462|LOC134395462,28,39
gene-CCDC71|CCDC71,2089,90
gene-LOC134395464|LOC134395464,290,56
gene-KLHDC8B|KLHDC8B,321,17
gene-IHO1|IHO1,0,7
gene-PRRT3|PRRT3,281,192
gene-CRELD1|CRELD1,125,127
gene-IL17RC|IL17RC,0,0
gene-IL17RE|IL17RE,332,132
gene-JAGN1|JAGN1,262,79
gene-RPUSD3|RPUSD3,0,0
gene-TTLL3|TTLL3,2179,1072
gene-CAMK1|CAMK1,106,1237
gene-TADA3|TADA3,2816,296
gene-OGG1|OGG1,84,98
gene-BRPF1|BRPF1,2235,1091
gene-CPNE9|CPNE9,335,0
gene-LHFPL4|LHFPL4,107,3
gene-MTMR14|MTMR14,3042,1038
gene-SETD5|SETD5,2742,948
gene-LOC134396861|LOC134396861,22,0
gene-LOC134396862|LOC134396862,0,39
gene-LOC134395896|LOC134395896,1013,246
gene-CCDC51|CCDC51,536,123
gene-PLXNB1|PLXNB1,4570,553
gene-LOC134396864|LOC134396864,2133,6053
gene-LOC134395897|LOC134395897,354,118
gene-LOC134395468|LOC134395468,60,74
gene-LOC134395898|LOC134395898,1815,356
gene-LOC134395467|LOC134395467,1199,218
gene-LOC134395469|LOC134395469,1402,0
gene-LOC134395470|LOC134395470,1245,0
gene-TRNAA-UGC-11|TRNAA-UGC,0,0
gene-LOC134396865|LOC134396865,70,55
gene-LOC134396866|LOC134396866,430,58
gene-LOC134395471|LOC134395471,157,0
gene-LOC134395472|LOC134395472,0,0
gene-LOC134395911|LOC134395911,236,574
gene-TEKTL1|TEKTL1,0,0
gene-LOC134395475|LOC134395475,29,11
gene-LOC134395473|LOC134395473,71,10
gene-LOC134395476|LOC134395476,16,5
gene-RPS5|RPS5,10224,22769
gene-SH3BP5L|SH3BP5L,964,621
gene-LOC134395921|LOC134395921,367,188
gene-LOC134395944|LOC134395944,86,325
gene-LOC134395940|LOC134395940,3330,581
gene-LOC134395938|LOC134395938,49,88
gene-LOC134395954|LOC134395954,67,53
gene-LOC134395955|LOC134395955,2751,238
gene-LOC134395477|LOC134395477,2696,263
gene-LOC134395478|LOC134395478,706,256
gene-LOC134395963|LOC134395963,824,899
gene-LOC134395958|LOC134395958,571,1171
gene-HDAC11|HDAC11,181,106
gene-LOC134395945|LOC134395945,519,23
gene-LOC134395964|LOC134395964,0,0
gene-LOC134395479|LOC134395479,325,21
gene-LOC134395929|LOC134395929,3986,439
gene-TRNAL-CAA-2|TRNAL-CAA,0,0
gene-ZNF692|ZNF692,615,27
gene-LOC134395492|LOC134395492,0,2
gene-LOC134396870|LOC134396870,262,15
gene-TRNAL-AAG|TRNAL-AAG,2,0
gene-LOC134395493|LOC134395493,5,0
gene-LOC134395928|LOC134395928,13,139
gene-LOC134395915|LOC134395915,1984,838
gene-LOC134395916|LOC134395916,1048,738
gene-LOC134395495|LOC134395495,0,28
gene-LOC134395934|LOC134395934,1024,91
gene-LOC134395935|LOC134395935,400,0
gene-LOC134395931|LOC134395931,0,0
gene-LOC134395939|LOC134395939,1543,31
gene-LOC134395947|LOC134395947,162,59
gene-LOC134395917|LOC134395917,1023,116
gene-LOC134395936|LOC134395936,922,115
gene-TRIM41|TRIM41,1523,227
gene-LOC134395496|LOC134395496,2,0
gene-LOC134395948|LOC134395948,39,31
gene-LOC134396871|LOC134396871,15,12
gene-LOC134395932|LOC134395932,748,54
gene-RACK1|RACK1,13997,32022
gene-LOC134395930|LOC134395930,411,0
gene-LOC134395904|LOC134395904,20,0
gene-LOC134395903|LOC134395903,182,0
gene-LOC134395497|LOC134395497,1127,0
gene-LOC134396872|LOC134396872,446,80
gene-LOC134396873|LOC134396873,587,75
gene-MGAT1|MGAT1,1300,258
gene-LOC134395499|LOC134395499,0,0
gene-LOC134395500|LOC134395500,0,0
gene-LOC134396874|LOC134396874,0,0
gene-TRNAL-UAA-3|TRNAL-UAA,0,0
gene-LOC134395498|LOC134395498,265,0
gene-POLR1H|POLR1H,109,69
gene-RNF39|RNF39,0,202
gene-PPP1R11|PPP1R11,870,150
gene-TRNAY-GUA-5|TRNAY-GUA,0,0
gene-LOC134395912|LOC134395912,76,11
gene-LOC134395949|LOC134395949,205,36
gene-LOC134395927|LOC134395927,8,15
gene-LOC134395925|LOC134395925,0,0
gene-LOC134395933|LOC134395933,314,79
gene-LOC134395926|LOC134395926,0,0
gene-LOC134395924|LOC134395924,30,121
gene-LOC134395922|LOC134395922,0,0
gene-LOC134396878|LOC134396878,7,0
gene-LOC134395918|LOC134395918,29,0
gene-LOC134395966|LOC134395966,47,0
gene-LOC134395967|LOC134395967,27,28
gene-LOC134395968|LOC134395968,8,0
gene-RPP21|RPP21,1068,101
gene-PPP1R18|PPP1R18,371,201
gene-DHX16|DHX16,4661,586
gene-C3H6orf136|C3H6orf136,3263,528
gene-ATAT1|ATAT1,524,144
gene-MRPS18B|MRPS18B,2361,1390
gene-PPP1R10|PPP1R10,8730,1322
gene-ABCF1|ABCF1,3709,2494
gene-NRM|NRM,358,62
gene-GNL1|GNL1,3083,280
gene-LOC134396882|LOC134396882,48,0
gene-LOC134395503|LOC134395503,0,20
gene-LOC134395985|LOC134395985,0,0
gene-LOC134395984|LOC134395984,0,0
gene-LOC134396956|LOC134396956,0,0
gene-LOC134395986|LOC134395986,30,0
gene-GTF2H4|GTF2H4,684,132
gene-VARS2|VARS2,577,64
gene-LOC134396883|LOC134396883,0,0
gene-LOC134396957|LOC134396957,0,0
gene-LOC134396958|LOC134396958,0,0
gene-LOC134396888|LOC134396888,0,0
gene-LOC134396889|LOC134396889,0,0
gene-LOC134395997|LOC134395997,0,0
gene-LOC134395998|LOC134395998,0,6
gene-LOC134396001|LOC134396001,0,0
gene-LOC134395996|LOC134395996,95,8
gene-LOC134395995|LOC134395995,0,0
gene-MDC1|MDC1,298,43
gene-DDR1|DDR1,694,716
gene-IER3|IER3,20,22
gene-LOC134396893|LOC134396893,0,0
gene-FLOT1|FLOT1,506,918
gene-TCF19|TCF19,63,0
gene-TUBB|TUBB,24916,2690
gene-CCHCR1|CCHCR1,593,207
gene-LOC134395993|LOC134395993,0,0
gene-LSM2|LSM2,11,0
gene-POU5F1|POU5F1,3669,0
gene-VWA7|VWA7,63,93
gene-VARS1|VARS1,2134,275
gene-SAPCD1|SAPCD1,244,0
gene-CLIC1|CLIC1,5893,5625
gene-DDAH2|DDAH2,694,776
gene-LOC134396907|LOC134396907,0,0
gene-LOC134396007|LOC134396007,109,45
gene-ABHD16A|ABHD16A,4847,991
gene-LOC134395518|LOC134395518,36,104
gene-LOC134395519|LOC134395519,494,0
gene-LOC134396021|LOC134396021,119,140
gene-LOC134395521|LOC134395521,0,0
gene-LOC134396010|LOC134396010,85,0
gene-LOC134396028|LOC134396028,0,0
gene-LOC134396019|LOC134396019,6163,535
gene-LOC134395526|LOC134395526,28,13
gene-LOC134396024|LOC134396024,229,30
gene-LOC134395525|LOC134395525,0,0
gene-LOC134396012|LOC134396012,545,56
gene-LOC134395523|LOC134395523,224,56
gene-LOC134396026|LOC134396026,23,8
gene-LOC134396011|LOC134396011,436,367
gene-LOC134395524|LOC134395524,3,9
gene-LOC134396020|LOC134396020,15,55
gene-LOC134396018|LOC134396018,344,265
gene-LOC134396016|LOC134396016,172,73
gene-LOC134396015|LOC134396015,2,0
gene-LOC134396013|LOC134396013,1,0
gene-LOC134395530|LOC134395530,0,7
gene-LOC134395529|LOC134395529,2,0
gene-LOC134396022|LOC134396022,0,0
gene-LOC134395527|LOC134395527,7,0
gene-LOC134395528|LOC134395528,3,0
gene-LOC134395549|LOC134395549,614,0
gene-LOC134396025|LOC134396025,28,20
gene-LOC134395553|LOC134395553,10,0
gene-LOC134395552|LOC134395552,0,0
gene-LOC134395550|LOC134395550,52,0
gene-LOC134395551|LOC134395551,29,0
gene-CSNK2B|CSNK2B,4945,3407
gene-GPANK1|GPANK1,822,59
gene-NFKBIL1|NFKBIL1,101,37
gene-LOC134396910|LOC134396910,57,60
gene-TNF|TNF,50,0
gene-LOC134395554|LOC134395554,133,0
gene-LOC134396912|LOC134396912,0,0
gene-AIF1|AIF1,32,17
gene-LOC134396035|LOC134396035,3317,298
gene-PRRC2A|PRRC2A,4329,1162
gene-APOM|APOM,0,0
gene-C3H6orf47|C3H6orf47,12,41
gene-BAG6|BAG6,1298,435
gene-ATP6V1G2|ATP6V1G2,22,0
gene-TRNAN-GUU-3|TRNAN-GUU,0,0
gene-NEU1|NEU1,562,0
gene-DDX39B|DDX39B,6223,3043
gene-STK19|STK19,991,105
gene-DXO|DXO,925,133
gene-SKIC2|SKIC2,1183,284
gene-NELFE|NELFE,1020,503
gene-ZBTB12|ZBTB12,109,77
gene-LOC134395555|LOC134395555,4539,116
gene-SLC44A4|SLC44A4,381,976
gene-EHMT2|EHMT2,4120,259
gene-LOC134395556|LOC134395556,2974,209
gene-PPT2|PPT2,120,63
gene-PRRT1|PRRT1,251,18
gene-TRNAC-GCA-2|TRNAC-GCA,0,0
gene-TRNAC-GCA-3|TRNAC-GCA,0,0
gene-TRNAC-GCA-4|TRNAC-GCA,0,0
gene-TRNAC-GCA-5|TRNAC-GCA,0,0
gene-TRNAC-GCA-7|TRNAC-GCA,0,0
gene-LOC134396051|LOC134396051,4048,403
gene-TRNAC-GCA-6|TRNAC-GCA,1,0
gene-FKBPL|FKBPL,489,45
gene-LOC134396920|LOC134396920,216,590
gene-ATF6B|ATF6B,1668,478
gene-LOC134395557|LOC134395557,0,0
gene-LOC134395558|LOC134395558,0,0
gene-LOC134396048|LOC134396048,3,0
gene-LOC134395559|LOC134395559,3,0
gene-LOC134396088|LOC134396088,0,0
gene-LOC134396052|LOC134396052,652,37
gene-LOC134396077|LOC134396077,9,5
gene-LOC134395561|LOC134395561,0,0
gene-LOC134396080|LOC134396080,2,0
gene-LOC134396070|LOC134396070,491,124
gene-LOC134396064|LOC134396064,0,0
gene-LOC134396053|LOC134396053,6,0
gene-LOC134396071|LOC134396071,0,0
gene-LOC134396062|LOC134396062,6,0
gene-LOC134395569|LOC134395569,0,0
gene-LOC134396082|LOC134396082,0,0
gene-LOC134396055|LOC134396055,0,0
gene-LOC134396076|LOC134396076,0,0
gene-LOC134396049|LOC134396049,207,0
gene-LOC134396072|LOC134396072,219,0
gene-LOC134396084|LOC134396084,0,0
gene-LOC134396068|LOC134396068,0,0
gene-LOC134396069|LOC134396069,0,0
gene-LOC134396063|LOC134396063,0,0
gene-LOC134395570|LOC134395570,357,109
gene-LOC134396065|LOC134396065,0,0
gene-LOC134396057|LOC134396057,0,0
gene-LOC134395572|LOC134395572,0,0
gene-LOC134395576|LOC134395576,0,0
gene-LOC134396089|LOC134396089,66,0
gene-LOC134395583|LOC134395583,0,0
gene-LOC134395580|LOC134395580,0,0
gene-LOC134396058|LOC134396058,0,4
gene-LOC134396059|LOC134396059,0,0
gene-LOC134395579|LOC134395579,0,0
gene-LOC134396073|LOC134396073,5,0
gene-LOC134396083|LOC134396083,7,0
gene-LOC134396056|LOC134396056,80,77
gene-LOC134396090|LOC134396090,1541,109
gene-LOC134396092|LOC134396092,1907,104
gene-LOC134396922|LOC134396922,84,0
gene-LOC134396093|LOC134396093,723,75
gene-LOC134395587|LOC134395587,71,53
gene-LOC134396095|LOC134396095,59,83
gene-LOC134395588|LOC134395588,125,18
gene-LOC134396101|LOC134396101,219,60
gene-LOC134396094|LOC134396094,9,0
gene-LOC134395589|LOC134395589,0,0
gene-LOC134396100|LOC134396100,271,553
gene-LOC134395590|LOC134395590,7,0
gene-LOC134396096|LOC134396096,492,14
gene-LOC134395591|LOC134395591,1289,37
gene-LOC134396097|LOC134396097,200,116
gene-LOC134395592|LOC134395592,435,63
gene-LOC134396103|LOC134396103,784,381
gene-EGFL8|EGFL8,0,0
gene-GPSM3|GPSM3,0,0
gene-PBX2|PBX2,1771,1033
gene-RNF5|RNF5,0,0
gene-LOC134396927|LOC134396927,0,0
gene-AGPAT1|AGPAT1,706,37
gene-LOC134396167|LOC134396167,12,53
gene-CENPA|CENPA,0,0
gene-NOTCH4|NOTCH4,20,102
gene-LOC134396931|LOC134396931,2428,1027
gene-TNXB|TNXB,97,139
gene-LOC134396183|LOC134396183,869,34
gene-LOC134396217|LOC134396217,63,18
gene-LOC134396212|LOC134396212,104,58
gene-LOC134396198|LOC134396198,51,10
gene-LOC134396172|LOC134396172,43,0
gene-LOC134395597|LOC134395597,171,43
gene-LOC134395599|LOC134395599,0,0
gene-LOC134396147|LOC134396147,404,134
gene-LOC134395598|LOC134395598,1010,630
gene-LOC134396227|LOC134396227,180,9
gene-LOC134396195|LOC134396195,0,2
gene-LOC134396175|LOC134396175,543,14
gene-LOC134396207|LOC134396207,250,0
gene-TRNAG-UCC-2|TRNAG-UCC,0,0
gene-TRNAS-AGA|TRNAS-AGA,0,0
gene-TRNAG-UCC-3|TRNAG-UCC,0,0
gene-TRNAS-AGA-2|TRNAS-AGA,0,0
gene-LOC134396267|LOC134396267,0,0
gene-LOC134396158|LOC134396158,448,119
gene-LOC134396254|LOC134396254,46,0
gene-LOC134396136|LOC134396136,2,0
gene-LOC134396145|LOC134396145,1170,15
gene-LOC134395600|LOC134395600,1128,151
gene-TRNAS-GCU-5|TRNAS-GCU,0,0
gene-TRNAM-CAU-4|TRNAM-CAU,0,0
gene-TRNAK-CUU-3|TRNAK-CUU,0,0
gene-TRNAE-CUC-6|TRNAE-CUC,0,0
gene-TRNAN-GUU-9|TRNAN-GUU,0,0
gene-TRNAS-GCU-6|TRNAS-GCU,0,0
gene-TRNAM-CAU-6|TRNAM-CAU,0,0
gene-TRNAN-GUU-10|TRNAN-GUU,0,0
gene-TRNAE-CUC-7|TRNAE-CUC,0,0
gene-TRNAM-CAU-7|TRNAM-CAU,0,0
gene-TRNAN-GUU-11|TRNAN-GUU,0,0
gene-LOC134395601|LOC134395601,4,8
gene-TRNAM-CAU-5|TRNAM-CAU,2,0
gene-LOC134396160|LOC134396160,21,25
gene-LOC134396214|LOC134396214,226,0
gene-LOC134396189|LOC134396189,60,57
gene-LOC134395613|LOC134395613,18,0
gene-LOC134396233|LOC134396233,0,14
gene-LOC134396241|LOC134396241,0,0
gene-LOC134396165|LOC134396165,16,7
gene-LOC134396206|LOC134396206,28,19
gene-TRNAS-GCU-8|TRNAS-GCU,0,0
gene-TRNAN-GUU-13|TRNAN-GUU,0,0
gene-TRNAM-CAU-9|TRNAM-CAU,0,0
gene-TRNAM-CAU-10|TRNAM-CAU,0,0
gene-TRNAS-GCU-9|TRNAS-GCU,0,0
gene-TRNAG-CCC-3|TRNAG-CCC,0,0
gene-TRNAM-CAU-11|TRNAM-CAU,0,0
gene-TRNAN-GUU-14|TRNAN-GUU,0,0
gene-TRNAS-GCU-10|TRNAS-GCU,0,0
gene-TRNAV-CAC-6|TRNAV-CAC,0,0
gene-LOC134396190|LOC134396190,322,32
gene-LOC134396203|LOC134396203,0,0
gene-LOC134396196|LOC134396196,30,10
gene-LOC134395604|LOC134395604,0,0
gene-TRNAM-CAU-12|TRNAM-CAU,0,0
gene-TRNAS-GCU-11|TRNAS-GCU,0,0
gene-TRNAN-GUU-15|TRNAN-GUU,0,0
gene-TRNAM-CAU-13|TRNAM-CAU,0,0
gene-LOC134395607|LOC134395607,0,0
gene-LOC134395608|LOC134395608,0,0
gene-TRNAV-CAC-7|TRNAV-CAC,0,0
gene-LOC134395609|LOC134395609,0,0
gene-TRNAV-CAC-8|TRNAV-CAC,0,0
gene-TRNAV-CAC-9|TRNAV-CAC,0,0
gene-LOC134395611|LOC134395611,0,0
gene-LOC134396193|LOC134396193,0,0
gene-LOC134395602|LOC134395602,186,0
gene-LOC134396169|LOC134396169,157,0
gene-LOC134395603|LOC134395603,248,0
gene-LOC134396159|LOC134396159,160,6
gene-LOC134396232|LOC134396232,121,14
gene-LOC134396213|LOC134396213,18,0
gene-LOC134396220|LOC134396220,366,15
gene-LOC134396134|LOC134396134,203,25
gene-LOC134396208|LOC134396208,207,0
gene-LOC134395605|LOC134395605,42,17
gene-LOC134396230|LOC134396230,170,27
gene-LOC134396248|LOC134396248,2,0
gene-LOC134395610|LOC134395610,115,0
gene-LOC134395612|LOC134395612,24,0
gene-LOC134396260|LOC134396260,59,0
gene-LOC134396265|LOC134396265,38,0
gene-LOC134396243|LOC134396243,40,16
gene-LOC134396210|LOC134396210,147,30
gene-LOC134396124|LOC134396124,224,0
gene-LOC134396143|LOC134396143,147,24
gene-LOC134396960|LOC134396960,0,0
gene-LOC134396138|LOC134396138,776,300
gene-LOC134396129|LOC134396129,153,32
gene-LOC134396135|LOC134396135,1486,117
gene-LOC134396228|LOC134396228,0,0
gene-LOC134396219|LOC134396219,0,0
gene-LOC134396216|LOC134396216,207,11
gene-LOC134396224|LOC134396224,0,0
gene-LOC134395617|LOC134395617,0,0
gene-LOC134396255|LOC134396255,0,0
gene-LOC134395619|LOC134395619,0,0
gene-LOC134396155|LOC134396155,164,63
gene-LOC134396959|LOC134396959,48,18
gene-LOC134396245|LOC134396245,291,35
gene-LOC134396141|LOC134396141,45,0
gene-LOC134396130|LOC134396130,91,0
gene-LOC134396961|LOC134396961,1172,98
gene-LOC134396131|LOC134396131,698,103
gene-LOC134396188|LOC134396188,104,0
gene-LOC134396261|LOC134396261,2071,99
gene-LOC134396202|LOC134396202,535,20
gene-LOC134395615|LOC134395615,40,0
gene-LOC134395616|LOC134395616,312,35
gene-LOC134396962|LOC134396962,691,136
gene-LOC134396186|LOC134396186,7,8
gene-LOC134395618|LOC134395618,248,64
gene-LOC134396166|LOC134396166,293,0
gene-LOC134396963|LOC134396963,494,20
gene-LOC134395620|LOC134395620,228,0
gene-LOC134395621|LOC134395621,58,0
gene-LOC134396182|LOC134396182,32,42
gene-LOC134396252|LOC134396252,0,0
gene-LOC134396179|LOC134396179,0,0
gene-LOC134396154|LOC134396154,134,94
gene-LOC134396140|LOC134396140,125,26
gene-LOC134396246|LOC134396246,0,0
gene-LOC134396144|LOC134396144,633,107
gene-LOC134396197|LOC134396197,47,9
gene-LOC134396178|LOC134396178,152,12
gene-LOC134396226|LOC134396226,19,44
gene-LOC134396161|LOC134396161,933,39
gene-LOC134396133|LOC134396133,452,173
gene-LOC134395622|LOC134395622,11,0
gene-LOC134396146|LOC134396146,767,68
gene-LOC134395637|LOC134395637,30,0
gene-LOC134395640|LOC134395640,5,0
gene-LOC134395641|LOC134395641,6,7
gene-LOC134395642|LOC134395642,0,0
gene-LOC134395643|LOC134395643,50,9
gene-LOC134395644|LOC134395644,86,0
gene-LOC134396970|LOC134396970,0,0
gene-LOC134395626|LOC134395626,0,0
gene-LOC134395630|LOC134395630,0,0
gene-LOC134395623|LOC134395623,351,42
gene-LOC134395624|LOC134395624,106,39
gene-LOC134396177|LOC134396177,58,25
gene-LOC134396964|LOC134396964,27,30
gene-LOC134396965|LOC134396965,636,44
gene-LOC134396966|LOC134396966,45,21
gene-LOC134396967|LOC134396967,5,0
gene-LOC134396968|LOC134396968,69,0
gene-LOC134396969|LOC134396969,66,6
gene-LOC134395627|LOC134395627,110,8
gene-LOC134395628|LOC134395628,17,0
gene-LOC134395629|LOC134395629,8,0
gene-LOC134395631|LOC134395631,32,4
gene-LOC134395633|LOC134395633,1,0
gene-LOC134395634|LOC134395634,10,2
gene-LOC134395635|LOC134395635,9,0
gene-LOC134395636|LOC134395636,29,0
gene-LOC134396142|LOC134396142,424,68
gene-LOC134396192|LOC134396192,131,19
gene-LOC134396934|LOC134396934,694,69
gene-LOC134396935|LOC134396935,3,0
gene-LOC134396247|LOC134396247,0,0
gene-LOC134396250|LOC134396250,75,125
gene-LOC134396171|LOC134396171,409,49
gene-LOC134396163|LOC134396163,1957,610
gene-LOC134396222|LOC134396222,0,4
gene-LOC134396205|LOC134396205,67,0
gene-LOC134395647|LOC134395647,26,38
gene-LOC134396235|LOC134396235,2,3
gene-LOC134396236|LOC134396236,1,0
gene-LOC134396168|LOC134396168,13,1
gene-LOC134396173|LOC134396173,239,32
gene-LOC134395648|LOC134395648,316,35
gene-LOC134396132|LOC134396132,553,24
gene-LOC134396137|LOC134396137,90,111
gene-LOC134395649|LOC134395649,0,0
gene-LOC134396127|LOC134396127,3811,97
gene-LOC134395650|LOC134395650,200,0
gene-LOC134395652|LOC134395652,6,13
gene-LOC134396200|LOC134396200,951,65
gene-LOC134395653|LOC134395653,5,0
gene-LOC134396128|LOC134396128,141,86
gene-LOC134396971|LOC134396971,0,0
gene-LOC134395654|LOC134395654,1256,51
gene-LOC134396125|LOC134396125,2103,142
gene-LOC134396225|LOC134396225,0,10
gene-LOC134395655|LOC134395655,316,39
gene-LOC134395656|LOC134395656,69,0
gene-LOC134396231|LOC134396231,35,34
gene-LOC134396148|LOC134396148,1546,75
gene-LOC134396153|LOC134396153,782,63
gene-LOC134396152|LOC134396152,494,26
gene-LOC134395659|LOC134395659,0,0
gene-LOC134395660|LOC134395660,11,26
gene-LOC134395657|LOC134395657,0,0
gene-LOC134395658|LOC134395658,0,0
gene-LOC134396242|LOC134396242,6,15
gene-LOC134396184|LOC134396184,0,0
gene-LOC134395661|LOC134395661,145,51
gene-LOC134396972|LOC134396972,13,41
gene-LOC134396973|LOC134396973,135,27
gene-LOC134396266|LOC134396266,1043,48
gene-LOC134395665|LOC134395665,84,15
gene-LOC134395666|LOC134395666,5,8
gene-LOC134396151|LOC134396151,122,41
gene-LOC134395667|LOC134395667,242,18
