gene_id,SRR15315613,SRR15315614,SRR15315615,SRR15315619,SRR15315620,SRR15829334,SRR15829335,SRR15829337,SRR15829338
gene-SVIL|SVIL,6802,4573,8001,7339,7122,324,325,625,239
gene-LOC112544571|LOC112544571,0,0,0,0,0,0,0,0,0
gene-ZEB1|ZEB1,3545,3229,5807,4918,4595,224,202,329,270
gene-LOC112544565|LOC112544565,0,0,0,9,0,3,0,0,0
gene-LOC112544566|LOC112544566,4,3,0,0,0,0,0,3,6
gene-INO80C|INO80C,2141,2217,1819,2577,2317,763,560,404,277
gene-LOC102457647|LOC102457647,472,320,567,461,622,47,35,45,26
gene-LOC102459099|LOC102459099,0,0,0,0,0,0,0,5,0
gene-DXO|DXO,370,405,279,568,372,107,132,123,136
gene-STK19|STK19,1436,706,1124,1402,1007,374,389,593,449
gene-LOC102459981|LOC102459981,140,97,125,39,82,0,11,5,20
gene-LOC106731484|LOC106731484,10,0,0,0,12,76,52,171,189
gene-LOC112544574|LOC112544574,15,0,0,29,6,5,6,17,0
gene-CAMTA1|CAMTA1,1032,637,896,1058,739,95,135,38,65
gene-LOC102461106|LOC102461106,3465,3162,2715,3552,3836,319,236,207,172
gene-PRSS8|PRSS8,125,92,76,148,157,19,36,38,0
gene-KAT8|KAT8,1225,1485,1337,1446,1616,492,633,1055,439
gene-LOC112544613|LOC112544613,5,18,18,30,10,58,104,81,86
gene-LOC102462462|LOC102462462,125,160,65,104,141,22,19,17,13
gene-LOC102462945|LOC102462945,13,7,64,0,22,4,0,0,0
gene-LOC102463417|LOC102463417,0,18,21,26,15,31,66,54,65
gene-LOC102463587|LOC102463587,295,234,164,224,283,88,104,67,70
gene-LOC102463843|LOC102463843,211,711,836,84,1076,491,38,30,0
gene-LOC112544618|LOC112544618,5,0,0,0,0,6,0,23,19
gene-LOC102444323|LOC102444323,50,59,17,33,46,147,123,157,131
gene-SNAPC2|SNAPC2,670,563,899,864,654,236,336,397,212
gene-LRG1|LRG1,640,451,162,116,476,9883,11484,16065,17355
gene-GTF3C2|GTF3C2,1468,1101,770,1110,1238,747,764,989,1060
gene-EIF2B4|EIF2B4,2519,2743,2095,3461,2650,574,533,686,456
gene-LOC102445604|LOC102445604,410,563,251,155,325,4947,6645,670,513
gene-LOC102446470|LOC102446470,2317,1375,2280,1458,1600,1312,991,1061,940
gene-FUS|FUS,81169,79556,68767,91696,83991,6272,9481,9665,6622
gene-LOC102461973|LOC102461973,179,123,115,273,270,0,9,7,0
gene-HDGFL2|HDGFL2,11800,13644,13186,15158,14218,2406,2029,2659,1970
gene-UBXN6|UBXN6,3321,2814,2684,2580,3503,1449,890,2214,1201
gene-CUNH1orf216|CUNH1orf216,264,207,65,113,205,50,35,64,64
gene-CHAF1A|CHAF1A,2544,2975,2341,3680,4383,66,45,34,40
gene-CLSPN|CLSPN,1657,1724,1560,2088,2511,0,0,7,6
gene-AGO4|AGO4,3664,2994,3142,3167,3793,1344,1060,1665,1289
gene-AGO3|AGO3,53,12,24,45,60,10,0,0,18
gene-LOC102448601|LOC102448601,7997,5839,5002,5991,7312,149,195,276,132
gene-MRPL12|MRPL12,4183,5334,4194,7482,4158,1437,3304,1763,1447
gene-KIF22|KIF22,1311,1380,1112,1259,1631,21,25,36,24
gene-TRNAT-AGU-2|TRNAT-AGU,19,17,44,15,10,2,9,7,6
gene-LOC112544655|LOC112544655,4,11,0,4,4,0,0,0,0
gene-LOC102451294|LOC102451294,31,10,10,0,7,236,173,193,275
gene-LOC102451542|LOC102451542,13,0,0,24,9,0,49,5,68
gene-LOC102452262|LOC102452262,0,0,0,0,0,0,3,0,2
gene-LOC112544675|LOC112544675,4,0,0,5,0,9,8,5,8
gene-LOC102453025|LOC102453025,1,0,0,4,6,3,6,3,3
gene-LOC102453538|LOC102453538,0,0,0,0,0,23,11,12,10
gene-LOC102453935|LOC102453935,3,0,0,0,2,3,3,5,4
gene-RRP8|RRP8,534,587,409,596,407,133,205,194,177
gene-LOC112544685|LOC112544685,303,186,156,185,296,143,115,187,119
gene-LOC102451053|LOC102451053,6843,6318,7110,7951,7805,2528,1850,2750,1674
gene-WDR89|WDR89,712,552,818,965,604,356,355,267,256
gene-GPHB5|GPHB5,6,0,4,5,0,0,0,0,0
gene-RHOJ|RHOJ,264,328,332,404,512,6,5,7,4
gene-LOC102455589|LOC102455589,1172,977,937,1089,1209,257,224,212,236
gene-LOC102456160|LOC102456160,1390,1306,1610,2302,1625,212,306,218,255
gene-LOC102457057|LOC102457057,32,12,30,16,26,0,0,0,0
gene-KCNH5|KCNH5,95,88,94,100,128,0,0,0,0
gene-SYT16|SYT16,91,77,66,71,62,0,0,0,0
gene-SNAPC1|SNAPC1,1807,2206,2954,3218,2729,1258,795,1047,669
gene-LOC102458396|LOC102458396,27,90,24,16,31,0,0,0,0
gene-PRKCH|PRKCH,361,228,240,314,428,114,70,174,84
gene-HIF1A|HIF1A,6148,5095,6904,7453,6949,5775,5427,12833,10446
gene-SLC38A6|SLC38A6,1239,910,1291,1889,1410,479,496,521,267
gene-TRMT5|TRMT5,903,983,548,1327,1167,100,206,151,144
gene-MNAT1|MNAT1,665,642,617,764,545,177,197,228,157
gene-SIX4|SIX4,1335,1454,1887,1728,2219,104,161,63,49
gene-SIX1|SIX1,1619,1418,1927,1914,2167,0,0,0,0
gene-CUNH14orf39|CUNH14orf39,67,91,48,123,93,0,0,0,0
gene-PPM1A|PPM1A,1660,1513,1610,1840,1973,741,470,636,486
gene-LOC112544742|LOC112544742,13,4,0,0,0,0,0,0,0
gene-PRND|PRND,10,11,0,6,0,0,0,0,0
gene-PRNP|PRNP,1718,1142,1138,1374,1682,4000,2732,3253,2759
gene-RASSF2|RASSF2,1339,728,292,282,605,159,102,240,96
gene-SLC23A2|SLC23A2,2388,2077,2285,2718,2484,681,657,892,796
gene-TMEM230|TMEM230,3536,4277,3527,3504,3321,905,775,1116,946
gene-PCNA|PCNA,16324,17458,14838,26136,22429,1783,2162,1563,1181
gene-ARHGAP25|ARHGAP25,37,27,10,30,42,56,23,80,52
gene-BMP10|BMP10,44,4,170,6,92,80,47,65,7
gene-POU1F1|POU1F1,15,0,16,5,21,0,0,0,0
gene-CDS2|CDS2,3869,3121,2713,3259,3633,2424,2635,1671,962
gene-VGLL3|VGLL3,55,64,46,45,114,0,0,0,0
gene-CHMP2B|CHMP2B,4669,5168,3979,5784,5617,2377,1720,2197,1449
gene-CADM2|CADM2,893,460,785,759,802,0,0,0,0
gene-LOC102447953|LOC102447953,126,249,91,153,151,668,582,373,369
gene-LOC112544773|LOC112544773,54,140,36,339,293,48,39,0,38
gene-RFX3|RFX3,2027,1368,2581,2286,2017,87,99,136,86
gene-LOC112544768|LOC112544768,0,0,0,0,0,0,0,0,0
gene-LOC102448206|LOC102448206,1351,1233,1222,900,1732,174,175,247,224
gene-TMEM123|TMEM123,3243,4057,4769,4354,5056,1989,2301,4563,1375
gene-LOC102448753|LOC102448753,1239,1052,1031,1286,1626,894,893,1389,599
gene-ANGPTL5|ANGPTL5,13,15,19,47,23,0,0,0,0
gene-CEP126|CEP126,60,18,61,69,51,0,0,0,0
gene-TRPC6|TRPC6,35,9,15,36,31,0,20,16,0
gene-PGR|PGR,46,28,43,105,44,9,23,59,0
gene-YAP1|YAP1,9459,10250,12815,10457,14793,210,364,436,364
gene-ARHGAP42|ARHGAP42,1012,794,1264,1336,1146,384,465,422,394
gene-LOC112544797|LOC112544797,0,0,0,0,0,0,0,0,0
gene-LOC102454663|LOC102454663,98,61,27,26,30,0,0,0,0
gene-LOC102452337|LOC102452337,1916,1349,870,1256,1078,0,0,0,0
gene-LOC112544802|LOC112544802,0,0,0,0,0,0,0,0,0
gene-LOC112544839|LOC112544839,0,4,2,0,0,0,0,0,0
gene-SMIM35|SMIM35,0,0,0,9,0,0,0,0,0
gene-LOC112544840|LOC112544840,0,0,0,0,0,0,0,0,0
gene-IL10RA|IL10RA,93,43,67,102,80,67,123,72,78
gene-TMPRSS13|TMPRSS13,0,0,0,11,0,0,0,0,0
gene-KLHL25|KLHL25,796,449,337,346,591,363,209,284,305
gene-LOC106731574|LOC106731574,3,4,4,0,0,0,0,9,0
gene-LOC102454920|LOC102454920,11,20,10,0,14,0,0,0,8
gene-AKAP13|AKAP13,3465,3143,3595,3244,3966,1805,1718,1917,1294
gene-LOC102455422|LOC102455422,273,353,220,314,325,302,1083,602,633
gene-DSCAML1|DSCAML1,183,109,99,123,78,12,4,67,15
gene-LOC112544821|LOC112544821,8,0,0,0,0,0,0,0,21
gene-LOC102455176|LOC102455176,11827,7380,8191,10963,9753,622,1226,1194,1199
gene-BACE1|BACE1,69,54,121,34,77,64,27,68,84
gene-CEP164|CEP164,1197,832,526,898,752,985,878,3061,2531
gene-RNF214|RNF214,1565,1165,1294,1860,1531,1420,1135,1629,1180
gene-PCSK7|PCSK7,420,286,207,339,388,983,921,1531,1062
gene-TAGLN|TAGLN,832,695,828,1085,658,89,753,2456,114
gene-LOC112544857|LOC112544857,6,2,18,0,0,4,0,77,4
gene-LOC102458226|LOC102458226,49,63,26,63,26,21,0,0,0
gene-PTGS2|PTGS2,125,214,249,355,306,310,195,256,215
gene-LOC112544848|LOC112544848,0,0,0,0,1,0,0,0,0
gene-LOC112544860|LOC112544860,14,0,8,0,5,0,0,0,0
gene-PLA2G4A|PLA2G4A,42,79,65,95,69,22,10,82,13
gene-LOC102461107|LOC102461107,4,2,0,4,9,6,10,10,5
gene-LOC102461345|LOC102461345,45,29,17,68,77,28,31,49,58
gene-ODR4|ODR4,3041,2969,2798,3110,3143,927,759,971,490
gene-PRG4|PRG4,0,0,0,0,192,0,0,0,36
gene-TPR|TPR,7835,7879,6715,7531,9753,1313,1147,1700,1160
gene-LOC102460858|LOC102460858,2085,1209,2142,1948,2774,315,247,467,135
gene-LOC106731587|LOC106731587,100,63,37,27,57,272,160,175,138
gene-SERINC2|SERINC2,1450,1179,1590,1187,1250,1094,1288,873,1627
gene-LOC112544876|LOC112544876,0,0,0,0,0,0,0,0,0
gene-LOC102463111|LOC102463111,95,68,142,151,85,0,0,5,0
gene-HIVEP3|HIVEP3,262,113,124,97,219,45,36,61,60
gene-CDS1|CDS1,133,129,87,151,264,5,7,8,0
gene-LOC112544892|LOC112544892,0,0,0,0,0,0,0,0,0
gene-WDFY3|WDFY3,2869,2158,2823,2273,3463,277,228,459,428
gene-LOC112544895|LOC112544895,0,0,4,0,0,0,0,0,0
gene-NKX6-1|NKX6-1,1015,537,579,853,680,0,0,0,0
gene-LOC112544957|LOC112544957,14,0,3,0,0,0,0,0,0
gene-GPAT3|GPAT3,1057,1025,949,1516,929,707,664,613,55
gene-ABRAXAS1|ABRAXAS1,892,740,840,2044,988,282,180,257,104
gene-MRPS18C|MRPS18C,709,734,543,1266,748,142,200,202,138
gene-LOC112544904|LOC112544904,10,11,0,8,4,24,13,9,26
gene-HPSE|HPSE,315,283,120,224,510,115,28,154,56
gene-HELQ|HELQ,1086,760,760,1629,1090,307,227,231,181
gene-LOC112544914|LOC112544914,52,14,18,25,11,0,0,0,0
gene-LOC106731619|LOC106731619,23,0,12,7,27,89,62,277,87
gene-COQ2|COQ2,927,669,617,1195,908,148,155,160,97
gene-LOC102445520|LOC102445520,20,0,0,10,17,6,11,0,6
gene-COPS4|COPS4,3854,3774,3020,4551,5153,936,827,765,694
gene-LIN54|LIN54,1270,994,1518,1797,1606,439,405,444,292
gene-THAP9|THAP9,825,453,1016,965,960,343,332,771,294
gene-LOC106731600|LOC106731600,708,546,739,1535,899,179,328,541,342
gene-SEC31A|SEC31A,6466,6374,5942,7347,7167,6046,4629,3439,2687
gene-SCD5|SCD5,2068,1131,971,1862,1671,0,25,9,0
gene-TMEM150C|TMEM150C,1070,697,635,876,833,432,729,567,920
gene-ENOPH1|ENOPH1,821,972,578,381,1148,297,59,109,175
gene-HNRNPDL|HNRNPDL,30877,27250,33654,40751,32279,3274,4367,4854,3896
gene-LOC102449322|LOC102449322,9,0,0,0,5,323,384,520,403
gene-BMP3|BMP3,389,474,567,548,523,56,47,122,28
gene-HNRNPD|HNRNPD,16557,15910,18693,22050,18144,1676,1759,2479,1705
gene-RASGEF1B|RASGEF1B,1522,1131,1585,1787,1786,132,63,267,71
gene-PRDM8|PRDM8,154,110,80,76,104,0,0,0,0
gene-CFAP299|CFAP299,28,18,12,28,15,0,0,0,0
gene-FGF5|FGF5,30,15,21,22,37,0,0,0,0
gene-LOC106731610|LOC106731610,9,10,14,19,8,0,0,0,0
gene-LOC112544947|LOC112544947,0,0,0,0,0,0,0,0,0
gene-LOC112544944|LOC112544944,0,0,0,0,0,0,0,0,0
gene-ANTXR2|ANTXR2,1364,1065,973,1014,1424,2817,2624,3537,4622
gene-UNC93B1|UNC93B1,390,366,336,467,418,229,145,275,167
gene-MAX|MAX,2620,3068,2235,3595,3155,1188,1553,1448,843
gene-RAB15|RAB15,475,380,295,345,387,9,7,38,16
gene-LOC102459340|LOC102459340,1483,1184,902,1474,1635,457,564,524,513
gene-GPX2|GPX2,597,999,961,2860,901,268,653,582,311
gene-PLEKHG3|PLEKHG3,88,94,147,100,64,34,64,67,55
gene-LOC102452852|LOC102452852,40,28,17,28,37,25,36,31,32
gene-CHURC1|CHURC1,805,636,609,1384,843,961,1550,1050,954
gene-SPTB|SPTB,339,424,168,528,622,64,57,227,32
gene-NUP160|NUP160,4781,4293,3780,4857,5394,809,813,941,989
gene-LOC106731665|LOC106731665,32,10,12,14,0,0,0,0,0
gene-AGBL2|AGBL2,220,42,82,80,82,0,0,4,0
gene-FNBP4|FNBP4,7175,5452,6465,7797,5636,3699,5228,6457,5488
gene-LOC102453937|LOC102453937,96,50,32,95,111,14,6,12,13
gene-MTCH2|MTCH2,1837,2162,1559,2464,2155,647,1064,795,553
gene-LOC102453774|LOC102453774,40,57,37,66,175,57,43,22,62
gene-LOC102454575|LOC102454575,88,56,51,37,134,38,10,15,22
gene-LOC106731629|LOC106731629,411,281,55,154,241,64,27,28,25
gene-AIP|AIP,2894,2745,1595,3106,2836,376,441,367,279
gene-CABP2|CABP2,12,5,16,4,18,0,0,0,0
gene-CDK2AP2|CDK2AP2,2135,2722,1864,3083,2158,306,432,401,363
gene-GSTP1|GSTP1,1877,1947,1413,2861,1594,837,2299,1929,1563
gene-NUDT8|NUDT8,424,237,206,376,275,74,108,173,77
gene-LOC102461253|LOC102461253,60,67,33,82,93,32,19,9,25
gene-LOC102461502|LOC102461502,77,53,16,81,97,62,206,185,252
gene-NDUFV1|NDUFV1,7883,7579,5552,9213,8842,1948,1695,1863,1280
gene-LOC106731639|LOC106731639,687,523,437,623,597,139,285,145,207
gene-LOC102458637|LOC102458637,424,452,271,585,597,112,74,186,186
gene-LOC102458863|LOC102458863,457,297,319,504,463,139,149,54,75
gene-LOC106731659|LOC106731659,247,257,264,292,369,45,81,58,93
gene-LOC102456078|LOC102456078,226,157,123,163,228,127,209,806,303
gene-LOC102461752|LOC102461752,131,129,250,314,231,110,219,106,174
gene-CTNND1|CTNND1,8135,7975,7728,8878,10931,3493,3703,4386,4384
gene-BTBD18|BTBD18,32,4,11,8,11,21,11,10,18
gene-SELENOH|SELENOH,1340,1310,1443,3105,1883,219,320,194,271
gene-TMX2|TMX2,1812,1542,1110,1785,1713,1363,2078,2074,1672
gene-MED19|MED19,1730,1987,1792,2618,1800,460,880,621,658
gene-ZDHHC5|ZDHHC5,2253,2236,1764,2473,2801,1163,1383,1166,1023
gene-YPEL4|YPEL4,57,72,50,41,41,307,599,485,376
gene-CLP1|CLP1,882,922,532,823,907,205,189,222,168
gene-SERPING1|SERPING1,523,434,290,429,361,8331,15827,18798,32171
gene-SMTNL1|SMTNL1,23,35,37,104,56,3,0,0,10
gene-UBE2L6|UBE2L6,2452,2276,1578,2106,2151,754,1270,840,684
gene-TIMM10|TIMM10,908,967,782,1376,887,285,415,255,279
gene-SLC43A1|SLC43A1,435,427,451,311,322,359,496,269,355
gene-SLC43A3|SLC43A3,244,265,189,392,423,465,323,1645,1503
gene-LOC112545056|LOC112545056,0,0,0,0,0,0,0,0,0
gene-GFRAL|GFRAL,8,16,0,11,6,0,0,0,0
gene-HCRTR2|HCRTR2,41,20,9,35,10,0,0,0,0
gene-HMGCLL1|HMGCLL1,501,289,252,425,247,0,0,8,0
gene-BMP5|BMP5,622,753,801,930,1000,39,61,55,46
gene-COL21A1|COL21A1,360,201,298,280,176,3,10,31,0
gene-LOC102445453|LOC102445453,202,104,162,468,282,0,0,0,0
gene-LOC112545070|LOC112545070,48,22,55,143,83,0,0,0,0
gene-LOC102449880|LOC102449880,16,0,9,21,0,0,0,0,0
gene-BEND6|BEND6,650,522,498,792,522,12,0,8,0
gene-ZNF451|ZNF451,2160,1563,1510,3316,1756,335,235,353,261
gene-BAG2|BAG2,83,67,64,78,91,0,0,0,0
gene-RAB23|RAB23,474,382,274,281,481,63,17,60,57
gene-DST|DST,6544,4205,4805,5359,6071,174,152,330,130
gene-LOC112545087|LOC112545087,14,8,19,42,18,0,13,0,9
gene-LOC102450114|LOC102450114,20,23,9,27,29,0,18,5,6
gene-PRIM2|PRIM2,1417,1455,1176,2213,1817,29,0,57,26
gene-VIRMA|VIRMA,2096,1986,1546,2087,2572,553,533,699,459
gene-ESRP1|ESRP1,214,144,179,290,289,54,15,35,14
gene-LOC102450982|LOC102450982,1190,1133,1351,1258,2130,76,101,69,93
gene-GEM|GEM,175,168,158,181,143,295,255,263,132
gene-RAD54B|RAD54B,456,566,511,744,679,20,25,54,19
gene-FSBP|FSBP,179,147,233,265,275,12,12,6,0
gene-LOC112545121|LOC112545121,4,0,3,0,0,0,0,0,0
gene-LOC106731713|LOC106731713,16,0,0,3,0,7,5,20,0
gene-LOC112545122|LOC112545122,6,10,0,5,0,0,0,0,0
gene-CDH17|CDH17,42,74,145,49,49,9,42,84,10
gene-PDP1|PDP1,1410,1231,1137,1549,1392,260,437,930,438
gene-TMEM67|TMEM67,444,282,280,297,451,43,40,33,16
gene-RBM12B|RBM12B,4964,3602,2653,6529,5230,627,597,809,528
gene-LOC112545138|LOC112545138,5,0,0,0,0,0,0,0,0
gene-FAM92A|FAM92A,3193,3023,2487,4055,4047,522,279,577,600
gene-LOC102454838|LOC102454838,172,155,100,130,234,44,20,48,39
gene-LOC102455503|LOC102455503,1578,1616,1322,1401,1467,1774,1448,1525,1616
gene-RUNX1T1|RUNX1T1,2313,1709,2046,1714,2553,30,21,64,8
gene-CUNH5orf49|CUNH5orf49,177,83,95,123,46,0,0,0,0
gene-PIP4P2|PIP4P2,752,565,768,662,620,15,13,16,6
gene-SLC26A7|SLC26A7,0,19,14,83,37,0,0,4,4
gene-LRRC69|LRRC69,40,57,0,19,56,9,21,17,12
gene-OTUD6B|OTUD6B,2078,1978,2741,2745,2491,947,759,829,942
gene-FASTKD3|FASTKD3,535,457,645,728,620,177,115,186,115
gene-MTRR|MTRR,556,471,590,462,581,61,60,114,84
gene-LOC112545148|LOC112545148,0,0,0,0,4,0,0,0,0
gene-LOC112545177|LOC112545177,0,0,0,1,0,0,0,0,0
gene-LOC102458477|LOC102458477,39,35,27,27,10,35,0,0,0
gene-LOC112545151|LOC112545151,0,0,0,0,0,0,0,0,0
gene-SEMA5A|SEMA5A,362,327,207,188,421,0,0,0,0
gene-LOC102461020|LOC102461020,134,145,88,160,240,64,6,756,822
gene-LOC102459893|LOC102459893,75,18,20,88,132,624,609,1007,1092
gene-CMBL|CMBL,389,345,334,633,516,215,571,723,1192
gene-FAM173B|FAM173B,1448,1497,1925,2388,2142,109,115,84,112
gene-LOC112545154|LOC112545154,0,0,0,0,0,0,0,0,0
gene-CCT5|CCT5,15412,14850,11463,18538,18981,1366,965,1209,1046
gene-LOC102444780|LOC102444780,0,0,0,15,29,224,228,395,525
gene-LOC102462623|LOC102462623,7,8,0,0,9,241,161,464,426
gene-PPM1K|PPM1K,190,211,120,240,184,27,26,57,46
gene-LOC106731726|LOC106731726,497,142,752,664,488,2017,1195,1314,1229
gene-LOC112545191|LOC112545191,9,9,7,9,0,0,0,0,0
gene-LOC102462218|LOC102462218,58,56,16,27,71,0,0,0,0
gene-LOC102463678|LOC102463678,209,203,223,234,257,103,74,82,25
gene-PIGY|PIGY,2250,2065,1345,1970,2530,630,644,745,586
gene-HERC3|HERC3,1571,1164,1421,1749,1461,723,1095,1119,949
gene-GPRIN3|GPRIN3,37,21,18,17,15,0,0,0,0
gene-LOC112545233|LOC112545233,465,490,493,527,422,12,35,11,5
gene-FAM13A|FAM13A,338,223,302,182,203,257,352,1262,1459
gene-LOC102445020|LOC102445020,113,145,100,97,124,892,668,600,713
gene-SLC35C2|SLC35C2,1369,1337,1693,1622,1176,1547,780,761,1283
gene-ELMO2|ELMO2,2021,1469,919,1455,1582,300,336,302,124
gene-LOC102445996|LOC102445996,11,7,0,0,0,0,14,0,6
gene-CCNDBP1|CCNDBP1,2151,1784,2173,2674,2202,1088,1001,1114,1019
gene-LOC102446242|LOC102446242,15,6,0,0,5,0,6,19,5
gene-LOC102446471|LOC102446471,27,16,0,0,0,60,16,150,70
gene-SNRPB|SNRPB,12851,13465,11244,17467,14562,890,1061,1059,849
gene-DDX27|DDX27,12655,11357,7578,10017,11207,1402,1538,1942,2140
gene-ZNFX1|ZNFX1,1496,1139,835,1165,1092,573,549,579,388
gene-BAAT|BAAT,274,194,158,140,201,539,732,860,1136
gene-PLPPR1|PLPPR1,2611,2034,1598,1627,1824,15,250,375,85
gene-MRPL50|MRPL50,560,1232,708,1533,1156,246,264,278,218
gene-ALDOB|ALDOB,5858,4074,1575,1055,4897,84211,85093,114863,238744
gene-TMEM246|TMEM246,1553,1522,1215,1771,2062,834,1284,1936,900
gene-GRIN3A|GRIN3A,208,41,108,51,36,0,0,0,0
gene-RNF20|RNF20,4032,4555,2943,4636,5082,1281,977,1185,783
gene-KLF4|KLF4,167,116,177,185,137,27,25,94,20
gene-RAD23B|RAD23B,14502,14420,18060,20734,17398,6248,4646,4980,4926
gene-TMEM38B|TMEM38B,250,212,203,128,306,943,291,683,901
gene-ZNF462|ZNF462,3940,3674,3606,2285,5342,155,162,274,195
gene-TAL2|TAL2,2108,1172,1296,1947,1404,341,325,224,326
gene-FKTN|FKTN,649,433,375,330,555,40,24,42,51
gene-FSD1L|FSD1L,2894,1986,2915,2877,2592,554,535,425,508
gene-SLC44A1|SLC44A1,4961,4337,4537,5225,5459,880,843,1005,725
gene-LOC106731787|LOC106731787,0,0,0,10,2,0,0,0,0
gene-ABCA1|ABCA1,2448,1664,2443,1366,2127,2824,2618,2496,2321
gene-LOC102450515|LOC102450515,9384,8984,7335,9567,9224,1534,1744,1576,1148
gene-PSD3|PSD3,440,343,80,71,299,42,30,34,47
gene-LPL|LPL,350,360,472,510,456,4080,5170,34294,29359
gene-FUT10|FUT10,286,331,258,207,214,152,346,135,135
gene-NRG1|NRG1,313,297,450,414,267,0,0,12,3
gene-LOC112545281|LOC112545281,0,0,0,0,0,0,0,0,0
gene-FNTA|FNTA,5967,5239,4175,6574,5925,1864,1682,1897,1688
gene-KCMF1|KCMF1,2945,2942,3713,3668,3665,1241,1003,1097,710
gene-HOOK3|HOOK3,4052,3335,3950,5066,4503,1624,1532,2039,1507
gene-RNF170|RNF170,3347,3633,4974,4313,3878,1587,1703,1321,1523
gene-LOC106731768|LOC106731768,1276,1397,1125,1766,1555,531,576,1158,494
gene-CHRNB3|CHRNB3,139,94,69,167,102,0,0,0,0
gene-THAP1|THAP1,714,515,502,993,712,75,54,61,57
gene-CHRNA6|CHRNA6,288,168,176,305,211,0,0,0,0
gene-TRABD2A|TRABD2A,581,392,582,833,569,0,0,0,0
gene-LOC112545307|LOC112545307,0,0,0,0,0,0,0,0,0
gene-LOC102454664|LOC102454664,164,208,124,173,142,0,0,0,0
gene-DNAH6|DNAH6,684,259,470,401,340,0,0,0,0
gene-PIGG|PIGG,747,736,581,409,714,124,78,74,82
gene-LOC102458639|LOC102458639,0,4,49,0,0,66,69,17,8
gene-LOC102458154|LOC102458154,33,87,30,31,18,523,5,400,378
gene-LOC112545338|LOC112545338,7,7,0,0,4,76,0,31,74
gene-LOC102458398|LOC102458398,24,14,23,5,5,138,0,65,106
gene-GAK|GAK,1177,992,890,1211,1533,552,302,411,322
gene-EGR2|EGR2,4,8,4,0,8,18,3,13,12
gene-NRBF2|NRBF2,746,814,742,1053,970,238,181,260,196
gene-LOC102459983|LOC102459983,1,0,0,0,0,2,0,0,1
gene-LOC112545349|LOC112545349,10,6,3,19,7,11,4,6,7
gene-JMJD1C|JMJD1C,2939,2299,4035,3767,3443,550,563,662,574
gene-LOC102460474|LOC102460474,202,205,131,112,111,0,18,14,16
gene-STK11IP|STK11IP,3171,2263,1698,3823,2263,1470,1776,1885,1671
gene-LOC102462624|LOC102462624,132,64,150,153,79,96,109,194,90
gene-LOC102463112|LOC102463112,49,49,22,54,13,34,66,96,19
gene-LOC112545373|LOC112545373,7,0,0,0,0,0,0,0,0
gene-LOC102463589|LOC102463589,104,55,87,0,0,0,0,0,0
gene-TRNAG-UCC-2|TRNAG-UCC,0,0,0,0,0,0,0,0,0
gene-TRNAC-GCA-2|TRNAC-GCA,0,0,0,0,0,0,0,0,0
gene-LOC106731805|LOC106731805,6,2,3,0,0,0,2,0,0
gene-ARHGEF39|ARHGEF39,1012,1224,855,1264,1131,26,38,24,65
gene-LOC102461255|LOC102461255,36,27,13,23,22,7,0,21,20
gene-LOC102461674|LOC102461674,1777,1511,1228,1743,1507,271,453,955,725
gene-ULK1|ULK1,360,257,234,385,552,360,312,848,327
gene-LOC112545380|LOC112545380,312,151,334,244,212,78,91,133,109
gene-LOC102444087|LOC102444087,624,530,1032,680,481,818,471,1190,342
gene-ZNF365|ZNF365,15,13,0,12,16,0,0,0,0
gene-LOC102445998|LOC102445998,17,0,18,0,0,39,21,50,114
gene-RTKN2|RTKN2,115,90,84,103,159,0,0,0,0
gene-ETS1|ETS1,4194,5205,5697,4179,6777,552,811,1431,1224
gene-KCNJ1|KCNJ1,29,17,41,66,41,0,0,0,0
gene-KCNJ5|KCNJ5,247,172,140,196,264,0,0,0,0
gene-FLI1|FLI1,1434,1547,1334,1417,2581,182,159,442,103
gene-BARX2|BARX2,159,70,116,197,129,0,0,0,0
gene-WDR97|WDR97,0,0,0,0,0,0,0,2,0
gene-LOC102449479|LOC102449479,166,111,84,94,186,35,12,42,15
gene-ARHGAP32|ARHGAP32,4125,2823,3256,3225,3947,446,325,571,791
gene-LOC102449718|LOC102449718,267,176,123,106,254,78,97,124,57
gene-LOC102451222|LOC102451222,178,47,68,87,63,13,25,35,54
gene-CUNH21orf2|CUNH21orf2,482,1222,743,619,728,472,1038,483,539
gene-LOC102450200|LOC102450200,107,90,46,66,151,56,67,73,64
gene-CRYGS|CRYGS,5,5,0,8,6,0,0,0,0
gene-TBCCD1|TBCCD1,1734,1057,868,1795,1426,500,731,135,172
gene-CLDN18|CLDN18,42,48,14,40,80,0,0,0,0
gene-DNAJB11|DNAJB11,9801,10144,7589,10534,9374,12686,15729,3507,3632
gene-SOX14|SOX14,173,57,79,72,66,0,0,0,0
gene-DZIP1L|DZIP1L,152,120,70,57,112,6,0,11,0
gene-DHRS1|DHRS1,766,535,783,1211,650,297,598,7,959
gene-LOC106731838|LOC106731838,208,157,167,101,169,45,32,55,42
gene-LOC106731841|LOC106731841,678,816,549,545,703,378,547,541,288
gene-LOC102454087|LOC102454087,536,366,360,586,203,50,42,7,54
gene-LOC102454332|LOC102454332,14,8,7,7,0,0,3,0,0
gene-LOC102454922|LOC102454922,9,0,7,0,0,0,0,7,7
gene-LOC102454748|LOC102454748,7,6,0,0,8,5,0,5,0
gene-LOC112545449|LOC112545449,14,0,0,7,0,527,636,221,1116
